Student_ID,Attendance,Study_Hours,CGPA,Internal_Marks,Assignment_Score,Communication_Skills,Project_Score,Placement_Status
STU00385,86.61,9.04,3.8,79.33,82.74,Medium,95.96,Placed
STU00386,89.55,2.75,3.11,78.08,63.2,Medium,83.09,Placed
STU00387,67.13,2.17,2.61,72.0,50.0,Medium,62.26,Placed
STU00388,62.63,9.78,3.55,82.57,72.0,High,100.0,Placed
STU00389,87.28,8.81,3.83,80.52,98.44,Medium,98.45,Placed
STU00390,89.69,9.04,3.94,82.7,92.19,Medium,100.0,Placed
STU00391,97.59,8.98,3.83,87.11,100.0,High,94.25,Placed
STU00392,72.74,5.88,3.34,75.32,73.33,Low,95.68,Placed
STU00393,71.0,6.82,3.27,79.99,66.11,Medium,98.21,Placed
STU00394,88.39,5.91,3.04,75.3,92.19,Low,87.78,Placed
STU00395,69.65,1.46,2.51,70.83,51.12,High,75.66,Placed
STU00396,95.02,7.71,3.72,79.88,100.0,High,92.49,Placed
STU00397,91.91,5.55,3.71,85.36,84.42,Medium,93.47,Placed
STU00398,73.45,6.83,3.29,75.05,72.22,Low,96.4,Placed
STU00399,87.29,5.52,3.22,79.48,74.74,High,86.76,Placed
STU00400,87.45,5.43,3.45,88.12,82.42,Low,98.0,Placed
STU00401,59.43,2.55,2.42,70.4,63.71,Medium,65.42,Not Placed
STU00402,93.81,3.51,3.07,78.41,83.05,High,81.04,Placed
STU00403,76.73,2.43,2.84,78.19,65.29,Medium,68.67,Placed
STU00404,90.54,2.76,2.87,67.38,71.71,High,80.76,Placed
STU00405,68.76,9.76,3.53,90.91,82.83,Medium,98.71,Placed
STU00406,93.51,2.38,3.27,73.94,77.89,High,81.56,Placed
STU00407,71.74,3.42,2.93,79.52,62.28,Low,84.81,Placed
STU00408,55.47,6.32,2.99,79.61,61.29,Low,86.11,Placed
STU00409,93.93,6.49,3.63,79.08,78.72,High,100.0,Placed
STU00410,58.93,2.39,2.57,75.86,50.0,Medium,79.49,Placed
STU00411,68.73,8.14,3.65,86.27,67.23,High,97.92,Placed
STU00412,95.85,8.07,3.78,94.86,96.06,High,95.6,Placed
STU00413,95.88,3.14,3.21,79.53,76.76,Medium,78.85,Placed
STU00414,79.66,3.6,2.91,74.36,65.59,Low,83.47,Placed
STU00415,82.17,9.44,3.87,83.87,81.06,High,99.96,Placed
STU00416,74.28,8.43,3.65,75.12,86.41,Low,100.0,Placed
STU00417,67.61,7.28,3.36,78.67,66.86,Low,92.7,Placed
STU00418,69.13,1.74,2.66,70.52,51.78,Medium,74.67,Placed
STU00419,83.92,4.76,3.3,80.87,85.61,High,88.07,Placed
STU00420,87.35,6.03,3.24,71.75,86.39,High,88.7,Placed
STU00421,89.04,2.69,2.78,72.22,62.08,Medium,79.61,Placed
STU00422,88.95,5.03,3.28,82.29,89.58,High,98.26,Placed
STU00423,58.92,6.41,3.37,83.81,71.25,High,94.22,Placed
STU00424,76.26,3.95,2.86,65.0,77.17,Medium,83.59,Placed
STU00425,57.48,8.03,3.29,82.95,69.07,Low,97.84,Placed
STU00426,78.63,8.56,3.63,82.37,76.99,Medium,97.92,Placed
STU00427,73.99,3.91,2.86,73.44,65.63,Medium,76.64,Placed
STU00428,93.17,8.55,3.96,75.66,86.49,Low,86.57,Placed
STU00429,70.09,1.93,2.8,81.08,51.67,Medium,66.62,Placed
STU00430,60.03,8.54,3.5,82.88,61.98,High,100.0,Placed
STU00431,61.15,2.37,2.4,61.18,50.0,Medium,75.62,Placed
STU00432,87.74,1.75,3.24,80.77,71.42,High,80.16,Placed
STU00433,81.58,6.78,3.5,83.75,77.93,Medium,100.0,Placed
STU00434,59.35,5.25,2.84,80.2,55.29,Low,83.73,Placed
STU00435,58.62,9.17,3.72,83.05,67.66,Medium,88.7,Placed
STU00436,85.14,4.27,3.1,77.22,84.92,High,88.26,Placed
STU00437,58.13,3.58,2.91,71.69,65.24,Low,87.06,Placed
STU00438,90.34,5.51,3.3,82.6,81.09,Low,92.62,Placed
STU00439,85.37,5.1,3.51,78.21,80.62,High,96.19,Placed
STU00440,58.5,4.1,2.77,68.81,50.0,Low,72.12,Placed
STU00441,58.65,7.24,3.41,80.58,68.26,High,94.06,Placed
STU00442,97.43,7.84,4.0,81.87,93.59,Medium,96.52,Placed
STU00443,71.09,8.68,3.45,89.39,73.64,High,99.45,Placed
STU00444,70.94,9.76,3.97,97.26,93.03,High,100.0,Placed
STU00445,89.95,3.4,2.9,72.51,69.02,Low,78.94,Placed
STU00446,95.73,7.44,3.65,76.81,79.2,Medium,99.6,Placed
STU00447,97.4,4.55,3.27,80.96,90.97,Medium,82.44,Placed
STU00448,87.4,7.09,3.7,82.0,83.99,High,96.11,Placed
STU00449,71.18,5.28,3.12,83.26,63.92,Medium,84.15,Placed
STU00450,58.59,9.94,3.6,79.21,88.09,High,100.0,Placed
STU00451,88.42,7.56,3.73,87.51,92.8,Medium,92.04,Placed
STU00452,79.01,9.57,3.96,88.09,86.58,High,100.0,Placed
STU00453,73.24,8.51,3.73,81.33,74.89,Low,100.0,Placed
STU00454,93.97,9.13,4.0,89.2,100.0,Low,93.53,Placed
STU00455,59.78,8.33,3.67,88.42,57.42,Medium,100.0,Placed
STU00456,76.18,5.13,3.16,78.35,68.25,High,87.41,Placed
STU00457,55.49,3.27,2.49,70.42,50.0,Medium,73.07,Placed
STU00458,75.15,4.33,3.12,73.07,69.4,Medium,90.94,Placed
STU00459,57.42,1.18,2.12,71.12,50.0,Medium,77.11,Not Placed
STU00460,60.11,5.72,2.91,80.11,56.08,Medium,88.79,Placed
STU00461,60.05,5.55,3.13,75.54,65.2,Medium,85.93,Placed
STU00462,82.92,5.73,3.33,79.39,68.6,High,82.56,Placed
STU00463,87.08,9.77,3.84,93.15,92.3,High,100.0,Placed
STU00464,80.08,9.2,3.61,77.63,83.57,High,98.72,Placed
STU00465,96.37,2.46,3.07,79.88,85.54,Medium,80.16,Placed
STU00466,71.12,4.32,3.14,74.84,62.1,Low,82.52,Placed
STU00467,67.29,4.82,3.15,86.7,65.9,High,83.22,Placed
STU00468,92.35,4.24,3.29,79.78,83.61,High,86.52,Placed
STU00469,64.61,8.19,3.75,91.28,60.24,Medium,92.7,Placed
STU00470,96.42,5.72,3.54,78.65,88.89,High,96.99,Placed
STU00471,55.52,6.15,2.98,69.57,50.0,Medium,83.33,Placed
STU00472,96.7,8.68,3.62,82.23,100.0,High,99.08,Placed
STU00473,56.86,8.25,3.27,80.6,60.86,High,92.62,Placed
STU00474,93.32,2.19,3.11,74.72,83.35,Low,83.69,Placed
STU00475,77.69,7.43,3.76,88.96,78.34,High,100.0,Placed
STU00476,97.7,4.92,3.33,78.9,83.29,Medium,90.66,Placed
STU00477,58.17,3.65,2.74,62.47,59.69,Low,73.86,Placed
STU00478,78.82,1.45,2.81,76.45,57.17,Medium,75.01,Placed
STU00479,96.68,5.39,3.51,77.7,93.87,Medium,98.88,Placed
STU00480,77.49,4.2,2.7,70.59,72.4,High,78.69,Placed
STU00481,82.06,3.26,3.01,83.86,68.25,Low,86.85,Placed
STU00482,84.92,7.25,3.73,93.57,76.67,High,96.71,Placed
STU00483,74.55,7.93,3.41,78.1,85.86,High,93.45,Placed
STU00484,81.98,3.2,2.92,77.95,73.2,Low,81.56,Placed
STU00485,80.13,1.45,2.5,67.18,58.8,Medium,68.68,Placed
STU00486,93.75,8.64,3.57,81.36,97.38,High,100.0,Placed
STU00487,56.95,1.09,2.42,66.03,50.0,High,67.13,Placed
STU00488,67.08,9.43,3.67,75.43,77.64,High,100.0,Placed
STU00489,95.87,6.65,3.92,87.57,93.07,High,100.0,Placed
STU00490,93.28,3.9,3.36,81.79,87.51,High,88.55,Placed
STU00491,74.59,3.22,2.8,70.23,73.55,Low,76.58,Placed
STU00492,81.67,1.08,2.62,76.93,62.86,Medium,74.34,Placed
STU00493,66.93,3.12,2.81,71.5,50.0,High,75.63,Placed
STU00494,63.09,2.24,2.68,68.94,50.0,Low,75.2,Placed
STU00495,74.94,6.51,3.4,83.42,70.33,High,89.39,Placed
STU00496,70.19,2.5,2.84,66.41,53.04,High,74.63,Placed
STU00497,80.1,5.76,3.27,83.78,66.26,Medium,92.37,Placed
STU00498,58.34,6.31,2.92,73.06,71.69,Medium,91.76,Placed
STU00499,96.9,3.68,3.25,83.9,86.73,Low,90.09,Placed
STU00500,97.41,1.32,2.94,81.71,73.73,Low,78.23,Placed
STU00501,85.02,1.34,2.55,73.75,66.83,Medium,80.47,Placed
STU00502,78.05,1.24,2.41,64.81,50.43,Medium,68.15,Placed
STU00503,68.31,7.65,3.49,75.62,79.55,Medium,100.0,Placed
STU00504,89.99,3.86,3.12,70.25,66.88,Medium,88.45,Placed
STU00505,84.44,8.17,3.72,90.12,90.12,Medium,98.7,Placed
STU00506,61.99,4.89,2.86,73.63,50.0,Low,84.47,Placed
STU00507,94.17,5.08,3.65,80.83,83.08,High,96.86,Placed
STU00508,90.37,5.62,3.64,82.99,91.6,Low,95.91,Placed
STU00509,95.84,7.42,3.61,88.78,84.12,Medium,97.29,Placed
STU00510,86.21,3.46,2.98,79.68,73.46,High,79.5,Placed
STU00511,81.38,2.09,2.91,77.14,70.15,Medium,73.69,Placed
STU00512,72.98,6.0,3.34,83.22,74.19,Medium,90.91,Placed
STU00513,95.11,3.94,3.26,80.04,83.34,High,79.78,Placed
STU00514,92.24,4.98,3.21,80.03,86.71,Medium,90.73,Placed
STU00515,56.94,6.82,3.03,77.41,57.36,Low,80.03,Placed
STU00516,56.13,5.45,2.83,73.98,67.85,High,85.74,Placed
STU00517,71.19,6.58,3.35,83.93,62.03,Low,90.25,Placed
STU00518,89.85,5.9,3.74,86.66,91.55,Medium,91.98,Placed
STU00519,97.45,7.66,3.76,80.69,97.07,High,96.51,Placed
STU00520,61.47,7.35,3.12,80.1,69.94,High,76.51,Placed
STU00521,80.55,5.81,3.31,80.99,81.63,Medium,87.54,Placed
STU00522,71.38,7.11,3.54,85.56,76.77,Medium,90.3,Placed
STU00523,96.71,8.86,3.81,85.23,94.09,High,96.58,Placed
STU00524,91.21,4.89,3.57,86.9,80.92,High,100.0,Placed
STU00525,91.05,4.71,3.3,79.26,73.27,Medium,80.46,Placed
STU00526,75.15,7.88,3.45,85.01,76.97,Medium,97.23,Placed
STU00527,72.84,6.24,3.04,74.19,73.93,Medium,83.9,Placed
STU00528,66.76,1.64,2.6,69.3,56.97,Medium,69.75,Placed
STU00529,57.42,9.03,3.44,84.29,70.37,High,90.72,Placed
STU00530,92.18,1.28,2.85,72.54,62.05,Medium,81.69,Placed
STU00531,89.95,7.74,3.62,94.52,86.8,Medium,100.0,Placed
STU00532,97.99,7.83,3.85,88.99,92.9,Medium,96.02,Placed
STU00533,97.86,9.58,4.0,88.12,94.16,Medium,100.0,Placed
STU00534,78.88,1.49,2.64,75.79,57.55,Medium,69.21,Placed
STU00535,88.07,6.37,3.43,78.71,84.58,Low,90.0,Placed
STU00536,95.62,4.85,3.18,82.8,94.53,Medium,89.91,Placed
STU00537,91.53,3.98,3.63,88.02,74.44,High,84.23,Placed
STU00538,65.64,1.81,2.3,73.89,50.0,Low,67.95,Placed
STU00539,74.37,6.06,3.3,77.42,69.09,High,90.27,Placed
STU00540,60.55,5.31,2.69,66.16,61.4,High,82.7,Placed
STU00541,96.02,1.94,2.68,69.13,84.98,Medium,70.31,Placed
STU00542,81.07,6.51,3.46,80.08,78.87,Low,100.0,Placed
STU00543,64.83,7.64,3.39,89.07,61.11,Medium,90.01,Placed
STU00544,83.88,7.91,3.88,97.57,78.42,Medium,100.0,Placed
STU00545,81.58,9.15,3.91,88.59,88.84,High,100.0,Placed
STU00546,70.4,4.69,2.99,75.88,71.35,Low,80.21,Placed
STU00547,59.88,9.58,3.44,79.56,82.53,Low,100.0,Placed
STU00548,83.88,8.79,4.0,92.12,81.37,Medium,98.37,Placed
STU00549,77.37,3.67,3.1,88.15,68.74,Medium,83.69,Placed
STU00550,88.21,2.43,2.75,81.94,66.69,High,81.5,Placed
STU00551,77.37,4.92,3.15,83.54,66.26,Low,83.59,Placed
STU00552,91.64,4.62,3.34,85.68,76.27,Medium,89.68,Placed
STU00553,78.73,6.18,3.31,83.84,74.52,Low,87.55,Placed
STU00554,79.12,6.25,3.49,81.65,71.75,Medium,93.28,Placed
STU00555,92.7,7.75,3.93,83.45,100.0,Low,100.0,Placed
STU00556,72.35,5.59,3.15,77.64,66.89,Medium,85.8,Placed
STU00557,60.76,1.94,2.41,71.04,55.37,Medium,63.84,Not Placed
STU00558,56.24,8.72,3.63,76.26,62.21,Low,100.0,Placed
STU00559,87.47,3.79,3.27,78.48,89.74,Medium,95.23,Placed
STU00560,81.67,9.74,3.95,83.24,91.6,High,100.0,Placed
STU00561,85.28,2.06,2.59,76.2,74.42,Medium,71.99,Placed
STU00562,64.16,9.62,3.71,81.74,71.65,High,100.0,Placed
STU00563,60.86,1.82,2.54,72.13,55.01,High,79.77,Placed
STU00564,55.63,3.08,2.13,62.1,50.75,Medium,78.89,Placed
STU00565,70.08,1.42,2.55,78.61,53.04,High,77.91,Placed
STU00566,80.37,7.35,3.49,73.43,74.85,High,96.87,Placed
STU00567,71.87,8.65,3.59,85.49,77.03,High,100.0,Placed
STU00568,73.81,4.91,2.96,69.1,66.83,High,84.98,Placed
STU00569,93.88,9.36,4.0,85.45,100.0,High,98.93,Placed
STU00570,69.97,6.31,3.46,82.49,68.52,Low,90.29,Placed
STU00571,77.1,6.67,3.34,81.36,65.16,High,90.13,Placed
STU00572,88.7,8.61,4.0,89.15,95.66,Medium,100.0,Placed
STU00573,72.05,3.67,2.76,73.88,71.41,Low,71.13,Placed
STU00574,81.75,4.19,3.22,75.41,62.97,High,88.12,Placed
STU00575,92.08,9.15,4.0,87.18,100.0,Medium,93.24,Placed
STU00576,95.83,9.11,4.0,88.16,100.0,High,100.0,Placed
STU00577,61.32,9.79,3.64,84.65,69.64,High,100.0,Placed
STU00578,94.84,9.12,4.0,87.67,91.52,Low,100.0,Placed
STU00579,76.16,2.15,2.33,71.6,68.69,Low,68.11,Placed
STU00580,66.1,8.41,3.29,79.95,64.91,Medium,97.85,Placed
STU00581,74.74,4.69,3.14,78.65,64.85,High,89.27,Placed
STU00582,97.14,9.92,3.89,84.74,94.57,High,100.0,Placed
STU00583,76.18,5.25,3.1,71.95,71.73,High,88.34,Placed
STU00584,69.14,5.98,3.18,78.89,77.05,Low,93.87,Placed
STU00585,82.24,5.77,3.22,84.73,80.34,Medium,86.6,Placed
STU00586,65.33,3.9,2.71,74.75,65.06,High,75.64,Placed
STU00587,58.26,1.68,2.42,64.9,50.0,Medium,76.83,Placed
STU00588,60.54,9.06,3.67,88.1,71.2,Medium,100.0,Placed
STU00589,60.51,8.22,3.25,77.29,60.72,Medium,90.75,Placed
STU00590,61.53,2.26,2.43,72.67,50.41,Low,67.7,Not Placed
STU00591,60.97,7.99,3.25,77.2,63.27,High,94.13,Placed
STU00592,82.56,6.63,3.12,79.21,79.98,High,89.68,Placed
STU00593,62.82,4.68,2.92,72.4,57.93,Low,84.69,Placed
STU00594,69.86,3.29,2.93,72.71,58.86,Medium,85.31,Placed
STU00595,93.56,8.74,4.0,80.17,100.0,Medium,100.0,Placed
STU00596,75.38,7.3,3.35,82.7,87.81,High,93.1,Placed
STU00597,83.7,5.93,3.21,80.34,88.25,High,83.96,Placed
STU00598,62.41,6.49,3.16,80.08,75.16,Medium,85.97,Placed
STU00599,63.27,1.82,2.6,72.53,59.59,Low,71.62,Placed
STU00600,56.76,5.27,2.91,71.16,56.07,Low,84.07,Placed
STU00601,62.26,2.74,2.64,76.5,52.29,Medium,74.3,Placed
STU00602,66.98,2.88,2.86,79.25,58.62,High,78.1,Placed
STU00603,62.61,6.95,3.12,73.51,64.68,Low,90.48,Placed
STU00604,58.81,9.2,3.48,84.41,63.42,High,94.98,Placed
STU00605,60.19,4.63,3.09,81.49,58.83,Low,86.81,Placed
STU00606,74.81,2.87,2.77,70.93,54.06,Medium,87.61,Placed
STU00607,63.87,6.84,3.04,75.05,67.44,High,88.28,Placed
STU00608,70.66,8.84,3.54,85.1,72.08,High,94.63,Placed
STU00609,76.65,7.73,3.42,73.48,79.04,High,96.2,Placed
STU00610,84.69,8.82,3.9,81.32,90.35,High,97.63,Placed
STU00611,56.69,5.83,2.84,69.13,55.72,Medium,84.32,Placed
STU00612,89.37,7.77,3.8,76.57,79.96,Medium,95.1,Placed
STU00613,82.0,2.26,2.71,77.93,60.25,High,71.26,Placed
STU00614,58.52,4.13,2.43,59.21,56.97,Low,73.17,Placed
STU00615,92.56,4.51,3.36,82.04,79.22,Medium,84.31,Placed
STU00616,94.6,5.6,3.53,86.44,90.85,High,86.31,Placed
STU00617,57.63,9.36,3.6,81.69,69.24,High,100.0,Placed
STU00618,66.91,8.87,3.48,78.45,73.94,High,99.72,Placed
STU00619,89.67,2.21,2.81,74.88,75.45,Low,82.23,Placed
STU00620,87.18,2.56,3.0,76.02,68.36,High,73.33,Placed
STU00621,62.93,4.22,3.05,81.67,60.41,High,82.51,Placed
STU00622,64.0,3.62,2.75,59.91,54.53,Medium,81.87,Placed
STU00623,70.93,6.53,3.36,75.7,86.56,Low,99.91,Placed
STU00624,75.83,9.12,3.71,87.3,76.24,Medium,96.57,Placed
STU00625,81.58,9.66,3.69,84.55,87.11,High,94.8,Placed
STU00626,70.86,6.88,3.49,85.65,70.44,High,94.62,Placed
STU00627,74.89,8.54,3.79,86.8,72.43,Medium,96.63,Placed
STU00628,87.14,5.73,3.52,81.6,86.25,Medium,100.0,Placed
STU00629,56.58,2.87,2.5,68.52,50.0,High,78.49,Placed
STU00630,65.85,5.72,3.19,89.85,50.57,Medium,86.87,Placed
STU00631,85.67,6.0,3.57,90.5,85.7,High,91.26,Placed
STU00632,93.49,7.68,4.0,90.48,89.02,Medium,99.73,Placed
STU00633,77.0,2.98,3.0,76.39,64.91,Medium,71.84,Placed
STU00634,77.88,4.31,3.08,79.59,74.31,Low,84.59,Placed
STU00635,59.61,4.28,2.59,75.21,53.33,Low,77.01,Placed
STU00636,74.24,9.63,3.83,88.08,81.06,High,100.0,Placed
STU00637,77.9,5.0,3.21,74.72,87.1,Low,82.57,Placed
STU00638,65.43,7.8,3.51,91.01,57.81,High,99.08,Placed
STU00639,66.58,7.76,3.62,84.62,63.82,High,99.38,Placed
STU00640,71.22,3.39,2.81,83.82,55.6,High,80.7,Placed
STU00641,55.86,6.15,3.33,80.84,68.87,High,96.81,Placed
STU00642,68.85,9.05,3.38,79.29,73.36,Low,87.44,Placed
STU00643,64.09,5.28,3.07,83.71,63.55,Low,88.43,Placed
STU00644,69.08,9.51,3.59,84.61,75.94,Medium,99.71,Placed
STU00645,60.15,2.93,2.31,68.34,55.53,Medium,73.55,Not Placed
STU00646,93.29,1.67,2.87,68.43,74.56,Medium,72.12,Placed
STU00647,80.52,9.02,3.59,86.41,88.01,Medium,91.88,Placed
STU00648,84.2,8.63,3.78,82.93,95.97,Medium,100.0,Placed
STU00649,88.93,9.93,4.0,85.76,98.59,High,100.0,Placed
STU00650,76.43,7.11,3.63,81.12,73.08,High,100.0,Placed
STU00651,58.74,9.43,3.32,82.03,72.15,Medium,100.0,Placed
STU00652,78.1,8.44,3.82,78.21,97.32,High,92.39,Placed
STU00653,80.23,8.6,3.76,84.04,88.38,High,99.01,Placed
STU00654,87.05,6.12,3.63,88.44,83.92,Medium,94.78,Placed
STU00655,73.56,4.44,2.95,69.23,58.95,Medium,88.24,Placed
STU00656,60.49,9.41,3.37,81.29,75.97,Medium,100.0,Placed
STU00657,67.2,4.89,2.81,70.55,68.66,High,77.72,Placed
STU00658,70.61,5.85,2.99,73.9,70.91,Low,83.92,Placed
STU00659,82.77,5.02,3.32,88.06,76.95,Medium,95.04,Placed
STU00660,79.54,6.08,3.58,74.67,93.88,High,84.57,Placed
STU00661,70.31,5.23,3.01,79.89,72.09,High,80.14,Placed
STU00662,97.42,1.43,3.02,73.86,84.67,High,80.26,Placed
STU00663,81.05,8.94,3.58,80.3,87.06,High,100.0,Placed
STU00664,65.2,5.0,3.0,70.5,61.37,Medium,76.66,Placed
STU00665,59.38,6.3,3.19,82.0,65.2,High,89.76,Placed
STU00666,61.57,2.25,2.29,66.57,50.22,Medium,75.22,Placed
STU00667,65.58,1.03,2.36,66.7,50.25,Medium,77.99,Placed
STU00668,61.91,3.21,2.77,73.76,56.93,High,81.32,Placed
STU00669,63.02,7.34,2.86,73.43,64.36,High,79.04,Placed
STU00670,67.26,1.89,2.74,62.91,55.81,Low,69.79,Placed
STU00671,62.46,9.18,3.62,80.95,72.98,Medium,100.0,Placed
STU00672,93.56,2.94,3.2,82.89,84.46,Medium,85.08,Placed
STU00673,58.45,2.84,2.49,62.36,50.0,Medium,69.96,Placed
STU00674,77.55,2.63,2.55,65.15,52.94,Medium,78.23,Placed
STU00675,72.65,1.13,2.59,68.93,54.63,Medium,74.67,Placed
STU00676,97.24,7.95,3.89,83.03,99.02,Medium,87.3,Placed
STU00677,59.82,8.88,3.48,81.66,75.26,High,87.09,Placed
STU00678,72.11,6.53,3.47,76.22,68.11,Medium,94.35,Placed
STU00679,96.69,2.69,3.22,76.68,83.68,Low,92.75,Placed
STU00680,92.22,3.57,3.46,81.24,86.29,Low,88.02,Placed
STU00681,90.13,5.28,3.42,84.26,87.46,Low,77.5,Placed
STU00682,66.09,9.59,3.58,89.14,71.9,High,91.88,Placed
STU00683,62.35,3.23,2.64,70.38,50.46,High,80.99,Placed
STU00684,83.75,7.58,3.71,93.92,87.37,High,100.0,Placed
STU00685,94.96,4.96,3.57,81.92,95.59,High,89.64,Placed
STU00686,78.94,3.68,2.77,77.34,69.28,High,77.6,Placed
STU00687,79.58,5.1,3.21,88.18,72.98,Low,91.28,Placed
STU00688,67.04,1.64,2.74,73.61,50.0,Medium,81.24,Placed
STU00689,88.09,8.19,3.76,78.29,87.85,High,100.0,Placed
STU00690,63.04,3.19,2.81,74.22,50.71,High,74.75,Placed
STU00691,68.92,7.53,3.49,78.79,72.88,High,99.42,Placed
STU00692,73.29,1.62,2.74,71.45,50.0,Medium,73.82,Placed
STU00693,76.83,9.6,3.72,94.57,83.28,High,98.39,Placed
STU00694,65.42,2.74,2.52,64.14,50.0,Medium,72.48,Placed
STU00695,59.94,8.94,3.49,83.43,75.43,High,97.93,Placed
STU00696,81.26,8.29,3.48,77.39,79.71,Medium,99.24,Placed
STU00697,67.41,9.71,3.68,82.59,74.63,Low,91.09,Placed
STU00698,79.99,5.3,3.28,83.12,76.59,Low,84.78,Placed
STU00699,61.64,7.55,3.57,84.48,64.23,High,93.53,Placed
STU00700,75.69,4.34,3.1,76.03,82.72,Low,89.82,Placed
STU00701,77.9,2.66,2.91,71.69,70.88,Medium,75.1,Placed
STU00702,57.23,4.99,3.03,77.96,55.85,Medium,83.63,Placed
STU00703,69.47,2.49,2.52,78.79,60.26,Medium,79.24,Placed
STU00704,60.78,9.84,3.61,78.85,59.01,Medium,100.0,Placed
STU00705,57.73,1.87,2.76,82.67,54.17,Low,83.99,Placed
STU00706,97.57,6.3,3.65,89.76,95.03,Medium,93.33,Placed
STU00707,68.86,6.64,3.45,88.2,69.56,Low,100.0,Placed
STU00708,89.82,5.84,3.62,84.96,87.78,Low,100.0,Placed
STU00709,65.95,6.96,3.06,82.59,72.77,Low,91.82,Placed
STU00710,84.3,2.05,2.87,69.37,66.08,Medium,79.86,Placed
STU00711,87.69,6.0,3.49,78.5,85.42,Low,94.65,Placed
STU00712,80.61,3.58,3.05,80.39,76.54,Low,86.72,Placed
STU00713,75.28,9.46,3.69,85.7,86.34,High,100.0,Placed
STU00714,72.71,7.86,3.35,79.48,75.23,Low,100.0,Placed
STU00715,70.0,9.75,3.69,71.79,82.04,High,100.0,Placed
STU00716,94.97,1.34,2.86,72.15,83.28,Medium,83.21,Placed
STU00717,90.72,3.57,3.32,74.01,82.98,High,78.1,Placed
STU00718,96.5,2.76,3.38,83.07,73.49,Low,85.44,Placed
STU00719,60.34,1.1,2.53,69.4,50.1,Low,77.58,Not Placed
STU00720,86.43,3.18,3.15,74.69,76.41,Medium,77.18,Placed
STU00721,95.35,7.11,3.6,96.37,99.59,Medium,97.33,Placed
STU00722,62.79,3.08,2.59,76.3,54.67,Medium,80.13,Placed
STU00723,57.86,5.58,2.99,81.12,55.81,Medium,94.67,Placed
STU00724,86.87,8.99,3.81,96.69,83.26,Medium,99.35,Placed
STU00725,79.7,7.24,3.62,87.44,76.33,High,96.73,Placed
STU00726,91.2,4.55,3.41,77.05,88.86,Low,85.41,Placed
STU00727,61.01,4.35,2.9,70.34,58.05,Medium,81.98,Placed
STU00728,89.2,5.1,3.51,86.91,81.06,Medium,98.37,Placed
STU00729,63.67,2.59,2.46,59.2,61.49,Medium,74.62,Placed
STU00730,62.04,6.71,3.33,79.53,71.29,Low,88.13,Placed
STU00731,62.06,4.28,2.72,61.76,53.07,Medium,79.82,Placed
STU00732,90.03,8.67,3.76,85.61,100.0,Medium,97.35,Placed
STU00733,83.6,7.81,3.76,89.33,75.36,High,95.96,Placed
STU00734,77.49,6.49,3.57,84.22,79.23,High,90.98,Placed
STU00735,70.43,4.28,3.02,80.95,66.23,Low,81.27,Placed
STU00736,92.72,2.89,3.08,86.75,84.74,Medium,75.62,Placed
STU00737,71.88,7.99,3.57,82.15,78.74,High,97.04,Placed
STU00738,90.11,5.38,3.43,95.18,81.76,Medium,85.15,Placed
STU00739,73.88,3.02,2.64,72.78,62.18,Medium,83.18,Placed
STU00740,71.21,2.76,2.55,75.29,76.4,Medium,74.41,Placed
STU00741,74.9,2.49,2.73,69.76,62.88,Medium,79.37,Placed
STU00742,67.96,7.99,3.48,89.86,76.93,Low,97.85,Placed
STU00743,87.15,3.06,3.02,81.43,61.77,High,72.12,Placed
STU00744,76.62,5.74,3.36,87.7,68.55,Medium,88.76,Placed
STU00745,64.99,5.06,2.95,75.7,65.29,Low,93.24,Placed
STU00746,93.68,6.22,3.67,77.79,78.91,High,90.28,Placed
STU00747,71.51,8.89,3.64,85.92,82.19,Medium,100.0,Placed
STU00748,78.37,8.81,4.0,79.51,79.78,Medium,100.0,Placed
STU00749,93.98,5.06,3.43,79.49,79.16,High,92.01,Placed
STU00750,81.84,1.14,3.0,76.95,59.52,High,78.47,Placed
STU00751,60.03,4.84,2.93,87.03,66.7,Medium,89.2,Placed
STU00752,95.41,6.46,3.62,85.0,92.7,High,99.59,Placed
STU00753,81.99,6.02,3.25,79.67,73.19,Medium,89.43,Placed
STU00754,69.4,6.86,3.1,76.93,75.76,Low,87.61,Placed
STU00755,60.99,2.39,2.37,61.78,55.93,Medium,66.39,Placed
STU00756,89.14,6.82,3.48,82.17,84.48,Low,97.49,Placed
STU00757,81.66,2.64,2.93,75.68,74.02,High,79.92,Placed
STU00758,77.94,7.75,3.5,77.2,86.66,Medium,91.32,Placed
STU00759,93.44,4.05,3.29,73.51,87.01,Medium,83.07,Placed
STU00760,88.91,7.39,3.88,84.2,84.25,High,98.28,Placed
STU00761,61.52,1.43,2.37,68.82,50.0,Medium,66.7,Placed
STU00762,68.4,4.67,3.29,77.17,53.58,High,87.47,Placed
STU00763,65.69,7.35,3.16,72.67,65.65,Low,83.2,Placed
STU00764,86.99,3.04,2.99,77.31,71.51,Low,78.31,Placed
STU00765,56.44,8.16,3.24,81.57,62.91,High,87.9,Placed
STU00766,79.51,6.68,3.58,83.62,78.35,Medium,95.2,Placed
STU00767,87.79,6.29,3.17,75.27,94.49,Medium,84.43,Placed
STU00768,92.7,4.18,3.05,79.59,79.67,Low,81.08,Placed
STU00769,69.71,5.34,3.08,76.02,66.5,Medium,97.79,Placed
STU00770,90.31,6.38,3.79,79.58,75.47,Medium,100.0,Placed
